row      NDB_No  FdGrp_Cd                                          Long_Desc  VITA_RAE
3487   11873      1100  Swamp cabbage (skunk cabbage), cooked, boiled,...     260.0
2981   11232      1100  Jute, potherb, cooked, boiled, drained, withou...     259.0
3405   11789      1100  Jute, potherb, cooked, boiled, drained, with salt     259.0
3019   11272      1100                 Mustard greens, frozen, unprepared     258.0
288     2039       200        Spices, savory, ground (Satureja hortensis)     257.0
3252   11583      1100              Vegetables, mixed, frozen, unprepared     254.0
1973    8484       800  Cereals ready-to-eat, MALT-O-MEAL, Raisin Bran...     253.0
2926   11161      1100     Collards, raw (Brassica oleracea var. viridis)     251.0
3300   11658      1100                                    Spinach souffle     244.0
1788    8023       800  Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACK...     244.0
3215   11520      1100             Taro leaves, raw (Colocasia esculenta)     241.0
3189   11487      1100      Squash, winter, butternut, frozen, unprepared     240.0
5714   18208      1800  Cookies, sugar, prepared from recipe, made wit...     238.0
297     2049       200                     Thyme, fresh (Thymus vulgaris)     238.0
3397   11781      1100  Cress, garden, cooked, boiled, drained, with salt     232.0
2956   11204      1100  Cress, garden, cooked, boiled, drained, withou...     232.0
1843    8107       800  Cereals, CREAM OF WHEAT, instant, prepared wit...     232.0
2877   11097      1100                              Broccoli raab, cooked     227.0
2893   11116      1100  Cabbage, chinese (pak-choi), raw (Brassica rap...     223.0
2149    9031       900  Apricots, dehydrated (low-moisture), sulfured,...     220.0
3272   11614      1100      Borage, cooked, boiled, drained, without salt     219.0
3354   11737      1100         Borage, cooked, boiled, drained, with salt     219.0
2923   11156      1100                 Chives, raw (Allium schoenoprasum)     218.0
5986   18936      1800  Pancakes, plain, frozen, ready-to-heat, microw...     216.0
3505   11894      1100  Vegetables, mixed, frozen, cooked, boiled, dra...     214.0
3253   11584      1100  Vegetables, mixed, frozen, cooked, boiled, dra...     214.0
305     2064       200  Peppermint, fresh (Mentha x piperita L. nothos...     212.0
3371   11754      1100  Cabbage, chinese (pak-choi), cooked, boiled, d...     212.0
3493   11879      1100           Taro, leaves, cooked, steamed, with salt     212.0
2894   11117      1100  Cabbage, chinese (pak-choi), cooked, boiled, d...     212.0
3216   11521      1100         Taro leaves, cooked, steamed, without salt     212.0
289     2041       200    Spices, tarragon, dried (Artemisia dracunculus)     210.0
3271   11613      1100                   Borage, raw (Borago officinalis)     210.0
5744   18239      1800                                 Croissants, butter     206.0
5746   18241      1800                                 Croissants, cheese     204.0
306     2065       200                  Spearmint, fresh (Mentha spicata)     203.0
5987   18938      1800  Toaster Pastries, fruit, frosted (include appl...     202.0
5848   18362      1800  Toaster pastries, fruit (includes apple, blueb...     202.0
8757   43541      1900                        Ice creams, chocolate, rich     201.0
3193   11491      1100  Squash, winter, hubbard, cooked, boiled, mashe...     200.0
3483   11869      1100  Squash, winter, hubbard, cooked, boiled, mashe...     200.0
6423   19867      1900                      Ice creams, vanilla, fat free     200.0
3274   11616      1100                             Dock, raw (Rumex spp.)     200.0
3039   11292      1100       Onions, young green, tops only (Allium cepa)     200.0
8050   28248      1800           SUNSHINE, CHEEZ-IT, Pepper Jack Crackers     197.0
5871   18399      1800  Pie crust, cookie-type, prepared from recipe, ...     191.0
290     2042       200             Spices, thyme, dried (Thymus vulgaris)     190.0
1947    8387       800  Cereals ready-to-eat, KASHI HEART TO HEART, Ho...     189.0
3204   11505      1100         Sweet potato leaves, raw (Ipomoea batatas)     189.0
6121   19089      1900                          Ice creams, vanilla, rich     182.0
3602   11995      1100   Fiddlehead ferns, raw (Matteuccia struthioreris)     181.0
2150    9032       900                Apricots, dried, sulfured, uncooked     180.0
3592   11985      1100    Fireweed, leaves, raw (Epilobium angustifolium)     180.0
3244   11570      1100          Turnip greens, canned, solids and liquids     179.0
5668   18154      1800            Cookies, brownies, prepared from recipe     176.0
2915   11145      1100                      Celtuce, raw (Lactuca sativa)     175.0
3535   11925      1100           Dock, cooked, boiled, drained, with salt     174.0
3275   11617      1100        Dock, cooked, boiled, drained, without salt     174.0
2273    9181       900             Melons, cantaloupe, raw (Cucumis melo)     169.0
3603   11996      1100               Fiddlehead ferns, frozen, unprepared     168.0
3190   11488      1100  Squash, winter, butternut, frozen, cooked, boi...     167.0
5889   18423      1800  Cookies, ladyfingers, without lemon juice and ...     167.0
3481   11867      1100  Squash, winter, butternut, frozen, cooked, boi...     167.0
2999   11250      1100  Lettuce, butterhead (includes boston and bibb ...     166.0
5669   18155      1800   Cookies, butter, commercially prepared, enriched     165.0
6122   19090      1900             Ice creams, french vanilla, soft-serve     162.0
5862   18377      1800  Cookies, oatmeal, prepared from recipe, withou...     160.0
5887   18421      1800  Cookies, butter, commercially prepared, unenri...     160.0
3258   11591      1100            Watercress, raw (Nasturtium officinale)     160.0
5664   18147      1800                   Cheesecake commercially prepared     159.0
3437   11821      1100                           Peppers, sweet, red, raw     157.0
1920    8286       800   Cereals ready-to-eat, KELLOGG, KELLOGG'S MUESLIX     157.0
285     2036       200   Spices, rosemary, dried (Rosmarinus officinalis)     156.0
3279   11622      1100  Kale, scotch, raw (Brassica napus (Pabularia G...     155.0
8106   28304      1800  Waffles, whole wheat, lowfat, frozen, ready-to...     155.0
3017   11270      1100              Mustard greens, raw (Brassica juncea)     151.0
7828   28020      1800               KASHI, TLC, Pita Crisps, Zesty Salsa     149.0
3205   11506      1100  Sweet potato leaves, cooked, steamed, without ...     147.0
3488   11874      1100    Sweet potato leaves, cooked, steamed, with salt     147.0
3440   11824      1100  Peppers, sweet, red, cooked, boiled, drained, ...     147.0
3439   11823      1100  Peppers, sweet, red, cooked, boiled, drained, ...     147.0
2815   11003      1100             Amaranth leaves, raw (Amaranthus spp.)     146.0
304     2063       200           Rosemary, fresh (Rosmarinus officinalis)     146.0
2400    9357       900             Apricots, canned, heavy syrup, drained     146.0
6168   19138      1900            Candies, truffles, prepared-from-recipe     144.0
5695   18184      1800  Cookies, oatmeal, prepared from recipe, with r...     143.0
5678   18165      1800  Cookies, chocolate chip, prepared from recipe,...     143.0
6001   18953      1800  Bread, salvadoran sweet cheese (quesadilla sal...     141.0
2162    9044       900                   Cherries, tart, dried, sweetened     141.0
6206   19182      1900  Desserts, mousse, chocolate, prepared-from-recipe     140.0
5863   18378      1800  Cookies, chocolate chip, prepared from recipe,...     139.0
2816   11004      1100  Amaranth leaves, cooked, boiled, drained, with...     139.0
3320   11700      1100  Amaranth leaves, cooked, boiled, drained, with...     139.0
1855    8133       800  Cereals, oats, instant, fortified, with raisin...     138.0
3531   11921      1100                       Peppers, sweet, red, sauteed     138.0
5700   18189      1800       Cookies, peanut butter, prepared from recipe     137.0
3552   11943      1100                                    Pimento, canned     133.0
283     2034       200                          Spices, poultry seasoning     132.0
8688   43269      1900  Frozen novelties, ice cream type, sundae, prep...     131.0
2876   11096      1100                 Broccoli raab, raw (Brassica ruvo)     131.0
1849    8123       800  Cereals, oats, instant, fortified, plain, prep...     130.0
3384   11767      1100  Chrysanthemum, garland, cooked, boiled, draine...     129.0
2925   11158      1100  Chrysanthemum, garland, cooked, boiled, draine...     129.0
7989   28186      1800       KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar     129.0
6120   19088      1900                         Ice creams, vanilla, light     128.0
8043   28241      1800                 SUNSHINE, GRIPZ, Cheez-It Crackers     127.0
8039   28237      1800          SUNSHINE, CHEEZ-IT, Cheddar Jack Crackers     125.0
5807   18312      1800  Pie, chocolate mousse, prepared from mix, no-b...     124.0
5772   18269      1800  French toast, prepared from recipe, made with ...     124.0
2830   11023      1100  Balsam-pear (bitter gourd), leafy tips, cooked...     121.0
3528   11917      1100   Peppers, sweet, red, frozen, chopped, unprepared     121.0
3327   11710      1100  Balsam-pear (bitter gourd), leafy tips, cooked...     121.0
8069   28267      1800        KEEBLER, SANDIES, Simply Shortbread Cookies     119.0
3568   11959      1100                        Arugula, raw (Eruca sativa)     119.0
8047   28245      1800  SUNSHINE, CHEEZ-IT, Crackers (made with Whole ...     119.0
6273   19270      1900                              Ice creams, chocolate     118.0
6449   19899      1900   Ice creams, regular, low carbohydrate, chocolate     118.0
6127   19095      1900                                Ice creams, vanilla     118.0
6448   19898      1900     Ice creams, regular, low carbohydrate, vanilla     118.0
8054   28252      1800          SUNSHINE, CHEEZ-IT, Scrabble Jr. Crackers     117.0
2924   11157      1100  Chrysanthemum, garland, raw (Chrysanthemum cor...     116.0
8083   28281      1800           SUNSHINE, CHEEZ-IT, Reduced Fat Crackers     115.0
2456    9506       900  Orange juice, chilled, includes from concentra...     114.0
5624   18082      1800           Bread stuffing, bread, dry mix, prepared     114.0
1995    8538       800  Cereals ready-to-eat, KASHI, HEART TO HEART, O...     114.0
1852    8129       800  Cereals, oats, instant, fortified, with cinnam...     110.0
2320    9246       900                 Peaches, dried, sulfured, uncooked     108.0
2965   11213      1100                    Endive, raw (Cichorium endivia)     108.0
2152    9034       900  Apricots, dried, sulfured, stewed, with added ...     107.0
1922    8290       800  Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 F...     106.0
5577   18019      1800  Bread, banana, prepared from recipe, made with...     106.0
3058   11313      1100  Peas, green, frozen, cooked, boiled, drained, ...     105.0
3430   11814      1100  Peas, green, frozen, cooked, boiled, drained, ...     105.0
3057   11312      1100                    Peas, green, frozen, unprepared     103.0
3219   11525      1100          Taro, tahitian, raw (Colocasia esculenta)     102.0
5867   18386      1800          Muffins, blueberry, toaster-type, toasted     101.0
8040   28238      1800                 SUNSHINE, CHEEZ-IT, Colby Crackers     101.0
8082   28280      1800              SUNSHINE, CHEEZ-IT, Original Crackers     100.0
2425    9423       900                                        Prune puree     100.0
3408   11792      1100   Kale, scotch, cooked, boiled, drained, with salt     100.0
8038   28236      1800                   SUNSHINE, CHEEZ-IT, BIG Crackers     100.0
3280   11623      1100  Kale, scotch, cooked, boiled, drained, without...     100.0
6029   18981      1800        KASHI, TLC, Fire Roasted Vegetable Crackers     100.0
2140    9022       900  Apricots, canned, water pack, with skin, solid...      98.0
8773   44055      1100                               Celery flakes, dried      98.0
3138   11418      1100               Pumpkin leaves, raw (Cucurbita spp.)      97.0
5631   18092      1800                Cake, pudding-type, carrot, dry mix      97.0
3136   11416      1100              Pumpkin flowers, raw (Cucurbita spp.)      97.0
278     2029       200      Spices, parsley, dried (Petroselinum crispum)      97.0
6274   19271      1900                             Ice creams, strawberry      96.0
2139    9021       900                   Apricots, raw (Prunus armeniaca)      96.0
5665   18148      1800         Cheesecake prepared from mix, no-bake type      96.0
3530   11919      1100  Peppers, sweet, red, frozen, chopped, boiled, ...      96.0
3529   11918      1100  Peppers, sweet, red, frozen, chopped, boiled, ...      96.0
4949   16272      1600               Vitasoy USA Nasoya, Lite Silken Tofu      96.0
4904   16210      1600                 Vitasoy USA, Nasoya Lite Firm Tofu      95.0
5809   18314      1800  Pie, coconut cream, prepared from mix, no-bake...      95.0
5800   18303      1800  Pie, banana cream, prepared from mix, no-bake ...      95.0
5779   18277      1800                   Muffins, blueberry, toaster-type      94.0
5745   18240      1800                                  Croissants, apple      94.0
3319   11698      1100  Chrysanthemum leaves, raw (Chrysanthemum coron...      94.0
2966   11214      1100   Escarole, cooked, boiled, drained, no salt added      94.0
3145   11428      1100    Purslane, cooked, boiled, drained, without salt      93.0
3463   11849      1100       Purslane, cooked, boiled, drained, with salt      93.0
8151   28349      1800                      Cookies, oatmeal, reduced fat      92.0
2141    9023       900  Apricots, canned, water pack, without skin, so...      91.0
2276    9185       900                                Melon balls, frozen      89.0
2361    9289       900        Prunes, dehydrated (low-moisture), uncooked      88.0
3220   11526      1100               Taro, tahitian, cooked, without salt      88.0
3495   11881      1100                  Taro, tahitian, cooked, with salt      88.0
3137   11417      1100  Pumpkin flowers, cooked, boiled, drained, with...      87.0
2829   11022      1100  Balsam-pear (bitter gourd), leafy tips, raw (M...      87.0
5870   18396      1800  Rolls, dinner, plain, prepared from recipe, ma...      87.0
3461   11847      1100  Pumpkin, flowers, cooked, boiled, drained, wit...      87.0
6268   19260      1900         Ice creams, vanilla, light, no sugar added      86.0
3601   11994      1100  Broccoli, chinese, raw ( Brassica oleracea var...      86.0
5637   18103      1800                                 Coffeecake, cheese      86.0
3284   11632      1100      Peppers, jalapeno, canned, solids and liquids      85.0
276     2027       200          Spices, oregano, dried (Origanum vulgare)      85.0
2142    9024       900  Apricots, canned, juice pack, with skin, solid...      85.0
2153    9035       900                        Apricots, frozen, sweetened      84.0
1930    8347       800  Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOS...      83.0
2995   11246      1100  Leeks, (bulb and lower leaf-portion), raw (All...      83.0
5821   18328      1800           Pie, vanilla cream, prepared from recipe      83.0
3577   11969      1100                          Broccoli, chinese, cooked      82.0
