|NDB_No|FdGrp_Cd|Long_Desc|CAFFN
3484|11870|1100|Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt|0.0
3483|11869|1100|Squash, winter, hubbard, cooked, boiled, mashed, with salt|0.0
3482|11868|1100|Squash, winter, hubbard, baked, with salt|0.0
3480|11866|1100|Squash, winter, butternut, cooked, baked, with salt|0.0
3477|11863|1100|Squash, winter, all varieties, cooked, baked, with salt|0.0
3475|11861|1100|Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt|0.0
3473|11859|1100|Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, with salt|0.0
3472|11858|1100|Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt|0.0
3471|11857|1100|Squash, summer, all varieties, cooked, boiled, drained, with salt|0.0
3470|11856|1100|Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt|0.0
3469|11855|1100|Spinach, canned, no salt added, solids and liquids|0.0
3468|11854|1100|Spinach, cooked, boiled, drained, with salt|0.0
3466|11852|1100|Salsify, cooked, boiled, drained, with salt|0.0
3465|11851|1100|Rutabagas, cooked, boiled, drained, with salt|0.0
3462|11848|1100|Pumpkin leaves, cooked, boiled, drained, with salt|0.0
3430|11814|1100|Peas, green, frozen, cooked, boiled, drained, with salt|0.0
3423|11807|1100|Onions, frozen, whole, cooked, boiled, drained, with salt|0.0
3350|11733|1100|Beans, snap, yellow, frozen, cooked, boiled, drained, with salt|0.0
3388|11771|1100|Corn, sweet, yellow, canned, no salt added, solids and liquids|0.0
3386|11769|1100|Collards, frozen, chopped, cooked, boiled, drained, with salt|0.0
3385|11768|1100|Collards, cooked, boiled, drained, with salt|0.0
3384|11767|1100|Chrysanthemum, garland, cooked, boiled, drained, with salt|0.0
3383|11766|1100|Chayote, fruit, cooked, boiled, drained, with salt|0.0
3382|11765|1100|Chard, swiss, cooked, boiled, drained, with salt|0.0
3379|11762|1100|Cauliflower, frozen, cooked, boiled, drained, with salt|0.0
3377|11760|1100|Carrots, frozen, cooked, boiled, drained, with salt|0.0
3375|11758|1100|Carrots, canned, no salt added, solids and liquids|0.0
3374|11757|1100|Carrots, cooked, boiled, drained, with salt|0.0
3371|11754|1100|Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt|0.0
3369|11752|1100|Cabbage, red, cooked, boiled, drained, with salt|0.0
3364|11747|1100|Burdock root, cooked, boiled, drained, with salt|0.0
3363|11746|1100|Brussels sprouts, frozen, cooked, boiled, drained, with salt|0.0
3362|11745|1100|Brussels sprouts, cooked, boiled, drained, with salt|0.0
3357|11740|1100|Broccoli, flower clusters, raw|0.0
3356|11739|1100|Broccoli, leaves, raw|0.0
3352|11735|1100|Beets, canned, no salt added, solids and liquids|0.0
3387|11770|1100|Corn, sweet, yellow, cooked, boiled, drained, with salt|0.0
3390|11773|1100|Corn, sweet, yellow, canned, vacuum pack, no salt added|0.0
3422|11806|1100|Onions, frozen, chopped, cooked, boiled, drained, with salt|0.0
3393|11777|1100|Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt|0.0
3421|11805|1100|Onions, cooked, boiled, drained, with salt|0.0
3420|11804|1100|Okra, frozen, cooked, boiled, drained, with salt|0.0
3419|11803|1100|Okra, cooked, boiled, drained, with salt|0.0
3418|11802|1100|New zealand spinach, cooked, boiled, drained, with salt|0.0
3415|11799|1100|Mustard greens, cooked, boiled, drained, with salt|0.0
3414|11798|1100|Mushrooms, shiitake, cooked, with salt|0.0
3413|11797|1100|Mushrooms, white, cooked, boiled, drained, with salt (Agaricus bisporus)|0.0
3410|11794|1100|Lambsquarters, cooked, boiled, drained, with salt|0.0
3409|11793|1100|Kohlrabi, cooked, boiled, drained, with salt|0.0
3407|11791|1100|Kale, frozen, cooked, boiled, drained, with salt|0.0
3406|11790|1100|Kale, cooked, boiled, drained, with salt|0.0
3405|11789|1100|Jute, potherb, cooked, boiled, drained, with salt|0.0
3402|11786|1100|Drumstick leaves, cooked, boiled, drained, with salt|0.0
3401|11785|1100|Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt|0.0
3400|11784|1100|Gourd, white-flowered (calabash), cooked, boiled, drained, with salt|0.0
3397|11781|1100|Cress, garden, cooked, boiled, drained, with salt|0.0
3394|11778|1100|Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt|0.0
3208|11510|1100|Sweet potato, cooked, boiled, without skin|0.0
3207|11508|1100|Sweet potato, cooked, baked in skin, flesh, without salt|0.0
3206|11507|1100|Sweet potato, raw, unprepared (Ipomoea batatas)|0.0
3035|11288|1100|Onions, frozen, chopped, cooked, boiled, drained, without salt|0.0
3031|11284|1100|Onions, dehydrated flakes|0.0
3030|11283|1100|Onions, cooked, boiled, drained, without salt|0.0
3029|11282|1100|Onions, raw (Allium cepa)|0.0
3028|11281|1100|Okra, frozen, cooked, boiled, drained, without salt|0.0
3027|11280|1100|Okra, frozen, unprepared|0.0
3026|11279|1100|Okra, cooked, boiled, drained, without salt|0.0
3025|11278|1100|Okra, raw (Abelmoschus esculentus)|0.0
3024|11277|1100|New Zealand spinach, cooked, boiled, drained, without salt|0.0
3023|11276|1100|New Zealand spinach, raw (Tetragonia tetragonioides)|0.0
3020|11273|1100|Mustard greens, frozen, cooked, boiled, drained, without salt|0.0
3018|11271|1100|Mustard greens, cooked, boiled, drained, without salt|0.0
3017|11270|1100|Mustard greens, raw (Brassica juncea)|0.0
3016|11269|1100|Mushrooms, shiitake, cooked, without salt|0.0
3015|11268|1100|Mushrooms, shiitake, dried (Lentinus edodes)|0.0
3014|11267|1100|Mushrooms, shiitake, stir-fried (Lentinus edodes)|0.0
3012|11265|1100|Mushrooms, portabella, raw (Agaricus bisporus)|0.0
3011|11264|1100|Mushrooms, canned, drained solids|0.0
3032|11285|1100|Onions, canned, solids and liquids|0.0
3036|11289|1100|Onions, frozen, whole, unprepared|0.0
3009|11261|1100|Mushrooms, white, cooked, boiled, drained, without salt (Agaricus bisporus)|0.0
3037|11290|1100|Onions, frozen, whole, cooked, boiled, drained, without salt|0.0
3057|11312|1100|Peas, green, frozen, unprepared|0.0
3056|11311|1100|Peas, green, canned, drained solids, rinsed in tap water|0.0
3054|11308|1100|Peas, green (includes baby and lesuer types), canned, drained solids, unprepared|0.0
3053|11306|1100|Peas, green, canned, regular pack, solids and liquids|0.0
3052|11305|1100|Peas, green, cooked, boiled, drained, without salt|0.0
3051|11304|1100|Peas, green, raw (Pisum sativum)|0.0
3050|11303|1100|Peas, edible-podded, frozen, cooked, boiled, drained, without salt|0.0
3048|11301|1100|Peas, edible-podded, boiled, drained, without salt|0.0
3047|11300|1100|Peas, edible-podded, raw (Pisum sativum)|0.0
3046|11299|1100|Parsnips, cooked, boiled, drained, without salt|0.0
3045|11298|1100|Parsnips, raw (Pastinaca sativa)|0.0
3044|11297|1100|Parsley, fresh (Petroselinum crispum)|0.0
3043|11296|1100|Onion rings, breaded, par fried, frozen, prepared, heated in oven|0.0
3041|11294|1100|Onions, sweet, raw (Allium cepa)|0.0
3040|11293|1100|Onions, welsh, raw (Allium fistulosum)|0.0
3039|11292|1100|Onions, young green, tops only (Allium cepa)|0.0
3038|11291|1100|Onions, spring or scallions (includes tops and bulb), raw (Allium cepa or Allium fistulosum)|0.0
3010|11263|1100|Mushrooms, white, stir-fried (Agaricus bisporus)|0.0
3008|11260|1100|Mushrooms, white, raw (Agaricus bisporus)|0.0
3205|11506|1100|Sweet potato leaves, cooked, steamed, without salt|0.0
2974|11223|1100|Drumstick leaves, cooked, boiled, drained, without salt|0.0
2971|11220|1100|Gourd, dishcloth (towelgourd), raw (Luffa aegyptiaca)|0.0
2970|11219|1100|Gourd, white-flowered (calabash), cooked, boiled, drained, without salt|0.0
2969|11218|1100|Gourd, white-flowered (calabash), raw (Lagenaria siceraria)|0.0
2968|11216|1100|Ginger root, raw (Zingiber officinale)|0.0
2967|11215|1100|Garlic, raw (Allium sativum)|0.0
2966|11214|1100|Escarole, cooked, boiled, drained, no salt added|0.0
2965|11213|1100|Endive, raw (Cichorium endivia)|0.0
2964|11212|1100|Edamame, frozen, prepared|0.0
2963|11211|1100|Edamame, frozen, unprepared|0.0
2962|11210|1100|Eggplant, cooked, boiled, drained, without salt|0.0
2961|11209|1100|Eggplant, raw (Solanum melongena)|0.0
2960|11208|1100|Dandelion greens, cooked, boiled, drained, without salt|0.0
2959|11207|1100|Dandelion greens, raw (Taraxacum officinale)|0.0
2958|11206|1100|Cucumber, peeled, raw|0.0
2957|11205|1100|Cucumber, with peel, raw (Cucumis sativus)|0.0
2956|11204|1100|Cress, garden, cooked, boiled, drained, without salt|0.0
2955|11203|1100|Cress, garden, raw (Lepidium sativum)|0.0
2972|11221|1100|Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt|0.0
2975|11224|1100|Hyacinth-beans, immature seeds, raw (Dolichos lablab)|0.0
3006|11258|1100|Mountain yam, hawaii, raw (Dioscorea pentaphylla)|0.0
2977|11226|1100|Jerusalem-artichokes, raw (Helianthus tuberosus)|0.0
3005|11257|1100|Lettuce, red leaf, raw (Lactuca sativa var. crispa)|0.0
3004|11255|1100|Lotus root, cooked, boiled, drained, without salt|0.0
3003|11254|1100|Lotus root, raw (Nelumbo nucifera)|0.0
3002|11253|1100|Lettuce, green leaf, raw (Lactuca sativa var. crispa)|0.0
3001|11252|1100|Lettuce, iceberg (includes crisphead types), raw (Lactuca sativa var. capitata)|0.0
3000|11251|1100|Lettuce, cos or romaine, raw (Lactuca sativa var. logifolia)|0.0
2999|11250|1100|Lettuce, butterhead (includes boston and bibb types), raw (Lactuca sativa var. capitata)|0.0
2995|11246|1100|Leeks, (bulb and lower leaf-portion), raw (Allium ampeloprasum)|0.0
2994|11245|1100|Lambsquarters, cooked, boiled, drained, without salt|0.0
2992|11243|1100|Mushrooms, portabella, grilled (Agaricus bisporus)|0.0
2991|11242|1100|Kohlrabi, cooked, boiled, drained, without salt|0.0
2990|11241|1100|Kohlrabi, raw (Brassica oleracea (Gongylodes Group))|0.0
2986|11237|1100|Kanpyo, (dried gourd strips)|0.0
2985|11236|1100|Kale, frozen, cooked, boiled, drained, without salt|0.0
2983|11234|1100|Kale, cooked, boiled, drained, without salt|0.0
2982|11233|1100|Kale, raw (Brassica oleracea (Acephala Group))|0.0
2981|11232|1100|Jute, potherb, cooked, boiled, drained, without salt|0.0
3058|11313|1100|Peas, green, frozen, cooked, boiled, drained, without salt|0.0
3063|11323|1100|Peas and carrots, frozen, cooked, boiled, drained, without salt|0.0
3066|11327|1100|Peas and onions, frozen, cooked, boiled, drained, without salt|0.0
3169|11461|1100|Spinach, canned, regular pack, drained solids|0.0
3167|11458|1100|Spinach, cooked, boiled, drained, without salt|0.0
3166|11457|1100|Spinach, raw (Spinacia oleracea)|0.0
3164|11453|1100|Soybeans, mature seeds, sprouted, cooked, steamed|0.0
3161|11450|1100|Soybeans, green, raw (Glycine max)|0.0
3158|11446|1100|Seaweed, laver, raw (Porphyra laciniata)|0.0
3157|11445|1100|Seaweed, kelp, raw (Laminaria spp.)|0.0
3156|11444|1100|Seaweed, irishmoss, raw (Chondrus crispus)|0.0
3155|11442|1100|Seaweed, agar, raw (Eucheuma spp.)|0.0
3154|11439|1100|Sauerkraut, canned, solids and liquids|0.0
3153|11438|1100|Salsify, cooked, boiled, drained, without salt|0.0
3151|11436|1100|Rutabagas, cooked, boiled, drained, without salt|0.0
3150|11435|1100|Rutabagas, raw (Brassica napus var. napobrassica)|0.0
3149|11432|1100|Radishes, oriental, dried|0.0
3148|11431|1100|Radishes, oriental, cooked, boiled, drained, without salt|0.0
3147|11430|1100|Radishes, oriental, raw (Raphanus sativus (Longipinratus Group))|0.0
3146|11429|1100|Radishes, raw (Raphanus sativus)|0.0
3144|11427|1100|Purslane, raw (Portulaca oleracea)|0.0
3168|11459|1100|Spinach, canned, regular pack, solids and liquids|0.0
3170|11463|1100|Spinach, frozen, chopped or leaf, unprepared|0.0
3067|11329|1100|Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids|0.0
3171|11464|1100|Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt|0.0
3201|11502|1100|Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt|0.0
3195|11493|1100|Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt|0.0
3194|11492|1100|Squash, winter, spaghetti, raw (Cucurbita spp.)|0.0
3193|11491|1100|Squash, winter, hubbard, cooked, boiled, mashed, without salt|0.0
3192|11490|1100|Squash, winter, hubbard, baked, without salt|0.0
3191|11489|1100|Squash, winter, hubbard, raw (Cucurbita maxima)|0.0
3189|11487|1100|Squash, winter, butternut, frozen, unprepared|0.0
3187|11485|1100|Squash, winter, butternut, raw (Cucurbita moschata)|0.0
3182|11480|1100|Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt|0.0
3180|11478|1100|Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt|0.0
3179|11477|1100|Squash, summer, zucchini, includes skin, raw|0.0
3178|11476|1100|Squash, summer, scallop, cooked, boiled, drained, without salt|0.0
3177|11475|1100|Squash, summer, scallop, raw (Cucurbita spp.)|0.0
3176|11474|1100|Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt|0.0
3174|11471|1100|Squash, summer, crookneck and straightneck, canned, drained, solid, without salt|0.0
3173|11468|1100|Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt|0.0
3172|11467|1100|Squash, summer, crookneck and straightneck, raw (Cucurbita spp.)|0.0
3142|11424|1100|Pumpkin, canned, without salt|0.0
3141|11423|1100|Pumpkin, cooked, boiled, drained, without salt|0.0
3140|11422|1100|Pumpkin, raw (Cucurbita spp.)|0.0
3139|11419|1100|Pumpkin leaves, cooked, boiled, drained, without salt|0.0
3091|11364|1100|Potatoes, baked, skin, without salt|0.0
3090|11363|1100|Potatoes, baked, flesh, without salt|0.0
3087|11360|1100|Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated|0.0
3086|11359|1100|Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased|0.0
3085|11358|1100|Potatoes, red, flesh and skin, baked|0.0
3084|11357|1100|Potatoes, white, flesh and skin, baked|0.0
3083|11356|1100|Potatoes, Russet, flesh and skin, baked|0.0
3082|11355|1100|Potatoes, red, flesh and skin, raw (Solanum tuberosum)|0.0
3081|11354|1100|Potatoes, white, flesh and skin, raw (Solanum tuberosum)|0.0
3080|11353|1100|Potatoes, russet, flesh and skin, raw (Solanum tuberosum)|0.0
3079|11352|1100|Potatoes, flesh and skin, raw (Solanum tuberosum)|0.0
3078|11351|1100|Pokeberry shoots, (poke), cooked, boiled, drained, without salt|0.0
3076|11349|1100|Poi|0.0
3075|11345|1100|Pigeonpeas, immature seeds, cooked, boiled, drained, without salt|0.0
3074|11344|1100|Pigeonpeas, immature seeds, raw (Cajanus cajan)|0.0
3069|11334|1100|Peppers, sweet, green, cooked, boiled, drained, without salt|0.0
3068|11333|1100|Peppers, sweet, green, raw (Capsicum annuum)|0.0
3092|11365|1100|Potatoes, boiled, cooked in skin, flesh, without salt|0.0
3094|11367|1100|Potatoes, boiled, cooked without skin, flesh, without salt|0.0
3097|11370|1100|Potatoes, hash brown, home-prepared|0.0
3121|11398|1100|Potato puffs, frozen, unprepared|0.0
3137|11417|1100|Pumpkin flowers, cooked, boiled, drained, without salt|0.0
3134|11413|1100|Potato flour|0.0
3133|11412|1100|Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated|0.0
3132|11411|1100|Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased|0.0
3126|11403|1100|Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated|0.0
3123|11400|1100|Potatoes, frozen, whole, unprepared|0.0
3122|11399|1100|Potato puffs, frozen, oven-heated|0.0
3118|11395|1100|Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated|0.0
3098|11371|1100|Potatoes, mashed, home-prepared, whole milk and margarine added|0.0
3117|11394|1100|Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased|0.0
3114|11391|1100|Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil|0.0
3108|11383|1100|Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added|0.0
3107|11382|1100|Potatoes, mashed, dehydrated, granules with milk, dry form|0.0
3105|11380|1100|Potatoes, mashed, dehydrated, granules without milk, dry form|0.0
3104|11379|1100|Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added|0.0
3103|11378|1100|Potatoes, mashed, dehydrated, flakes without milk, dry form|0.0
3490|11876|1100|Sweet potato, cooked, boiled, without skin, with salt|0.0
3496|11884|1100|Tomatoes, red, ripe, cooked, with salt|0.0
1922|8290|800|Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes|0.0
3882|13439|1300|"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3880|13436|1300|"Beef, round, top round, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|0.0
3879|13432|1300|"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|0.0
3878|13430|1300|"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|0.0
3877|13428|1300|"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3876|13426|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted"|0.0
3875|13425|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3874|13424|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3873|13423|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"|0.0
3872|13422|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3871|13421|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3870|13420|1300|"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted"|0.0
3869|13419|1300|"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3868|13418|1300|"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3867|13417|1300|"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"|0.0
3866|13416|1300|"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3865|13415|1300|"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3864|13414|1300|"Beef, round, bottom round roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted"|0.0
3881|13438|1300|"Beef, round, top round, separable lean only, trimmed to 0"" fat, select, cooked, braised"|0.0
3883|13440|1300|"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3862|13411|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3884|13441|1300|"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|0.0
3901|13460|1300|"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled"|0.0
3900|13459|1300|"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3899|13456|1300|"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled"|0.0
3898|13455|1300|"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3897|13454|1300|"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3896|13453|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"|0.0
3895|13452|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3894|13451|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3893|13450|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|0.0
3892|13449|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3891|13448|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3890|13447|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|0.0
3889|13446|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3888|13445|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3887|13444|1300|"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|0.0
3886|13443|1300|"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3885|13442|1300|"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3863|13413|1300|"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, select, cooked, braised"|0.0
3861|13410|1300|"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|0.0
3903|13464|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw"|0.0
3833|13375|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|0.0
3831|13372|1300|"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3830|13371|1300|"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3829|13370|1300|"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3828|13369|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3827|13368|1300|"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3826|13367|1300|"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3825|13366|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, cooked"|0.0
3824|13365|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked"|0.0
3823|13364|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked"|0.0
3822|13363|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked"|0.0
3821|13362|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked"|0.0
3820|13361|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked"|0.0
3819|13359|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
3816|13356|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw"|0.0
3815|13355|700|Beef, cured, pastrami|0.0
3814|13354|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|0.0
3812|13352|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3832|13373|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3834|13377|1300|"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|0.0
3860|13408|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3835|13378|1300|"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, select, cooked, braised"|0.0
3859|13407|1300|"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3858|13405|1300|"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"|0.0
3857|13404|1300|"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|0.0
3856|13402|1300|"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3855|13401|1300|"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|0.0
3854|13399|1300|"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3853|13398|1300|"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3850|13394|1300|"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3847|13391|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3845|13389|1300|"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3844|13388|1300|"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3841|13384|1300|"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised"|0.0
3840|13383|1300|"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|0.0
3839|13382|1300|"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3838|13381|1300|"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|0.0
3837|13380|1300|"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|0.0
3836|13379|1300|"Beef, chuck, blade roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3902|13463|1300|"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled"|0.0
3904|13465|1300|"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled"|0.0
3497|11885|1100|Tomatoes, red, ripe, canned, packed in tomato juice, no salt added|0.0
3966|13813|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw"|0.0
3964|13811|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|0.0
3963|13810|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"|0.0
3962|13809|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|0.0
3961|13808|1300|"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"|0.0
3960|13807|1300|"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|0.0
3959|13806|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"|0.0
3958|13805|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|0.0
