|NDB_No|FdGrp_Cd|Long_Desc|CAFFN
3957|13804|1300|"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"|0.0
3956|13803|1300|"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|0.0
3955|13800|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked"|0.0
3954|13799|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw"|0.0
3953|13798|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked"|0.0
3952|13797|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|0.0
3951|13796|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked"|0.0
3950|13795|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|0.0
3949|13791|1300|"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw"|0.0
3948|13788|1300|"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw"|0.0
3965|13812|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised"|0.0
3967|13814|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised"|0.0
3946|13650|1300|"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"|0.0
1|1002|100|Butter, whipped, with salt|0.0
4013|13862|1300|"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|0.0
4008|13857|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled"|0.0
4007|13856|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw"|0.0
4005|13854|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|0.0
4004|13853|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw"|0.0
4002|13851|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|0.0
4001|13850|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|0.0
3991|13840|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"|0.0
3982|13829|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted"|0.0
3976|13823|1300|"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted"|0.0
3975|13822|1300|"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|0.0
3974|13821|1300|"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
3973|13820|1300|"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised"|0.0
3972|13819|1300|"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw"|0.0
3971|13818|1300|"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised"|0.0
3970|13817|1300|"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|0.0
3969|13816|1300|"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"|0.0
3947|13786|1300|"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw"|0.0
3945|13649|1300|"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw"|0.0
3905|13466|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3924|13491|1300|"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3922|13488|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw"|0.0
3921|13487|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw"|0.0
3920|13486|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw"|0.0
3919|13485|1300|"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised"|0.0
3918|13484|1300|"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled"|0.0
3917|13483|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled"|0.0
3916|13482|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
3915|13481|1300|"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3914|13479|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled"|0.0
3913|13478|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw"|0.0
3912|13477|1300|"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled"|0.0
3911|13474|1300|"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled"|0.0
3910|13473|1300|"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
3909|13470|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled"|0.0
3908|13469|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled"|0.0
3907|13468|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
3906|13467|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3923|13490|1300|"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled"|0.0
3925|13492|1300|"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3944|13648|1300|"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
3926|13493|1300|"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|0.0
3943|13647|1300|"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"|0.0
3942|13598|1300|"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3941|13597|1300|"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw"|0.0
3940|13596|1300|"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
3939|13595|1300|"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw"|0.0
3938|13523|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw"|0.0
3937|13520|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
3936|13519|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"|0.0
3935|13502|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|0.0
3934|13501|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|0.0
3933|13500|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3932|13499|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw"|0.0
3931|13498|1300|Beef, ground, 70% lean meat / 30% fat, raw|0.0
3930|13497|1300|Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled|0.0
3929|13496|1300|Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled|0.0
3928|13495|1300|Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked|0.0
3927|13494|1300|Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned|0.0
3811|13351|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
3810|13350|700|Beef, cured, dried|0.0
3809|13349|1300|"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw"|0.0
3600|11993|1100|Mushrooms, maitake, raw (Grifola frondosa)|0.0
3594|11987|1100|Mushrooms, oyster, raw (Pleurotus ostreatus)|0.0
3590|11983|1100|Pickles, chowchow, with cauliflower onion mustard, sweet|0.0
3588|11981|1100|Peppers, hungarian, raw|0.0
3586|11979|1100|Peppers, jalapeno, raw (Capsicum anuum)|0.0
3584|11977|1100|Peppers, serrano, raw (Capsicum anuum)|0.0
3583|11976|1100|Pepper, banana, raw (Capsicum anuum)|0.0
3582|11975|1100|Grape leaves, canned|0.0
3581|11974|1100|Grape leaves, raw (Vitis vinifera)|0.0
3580|11973|1100|Beans, fava, in pod, raw (Vicia faba)|0.0
3577|11969|1100|Broccoli, chinese, cooked|0.0
3575|11967|1100|Cauliflower, green, cooked, no salt added|0.0
3574|11965|1100|Cauliflower, green, raw (Brassica oleracea (Botrytis group))|0.0
3573|11964|1100|Nopales, cooked, without salt|0.0
3572|11963|1100|Nopales, raw (Nopalea cochenillifera)|0.0
3571|11962|1100|Peppers, hot chile, sun-dried|0.0
3568|11959|1100|Arugula, raw (Eruca sativa)|0.0
3566|11957|1100|Fennel, bulb, raw (Foeniculum vulgare)|0.0
3599|11992|1100|Mushrooms, white, microwaved (Agaricus bisporus)|0.0
3601|11994|1100|Broccoli, chinese, raw ( Brassica oleracea var. alboglabra)|0.0
3563|11954|1100|Tomatillos, raw (Physalis philadelphica)|0.0
3615|12014|1200|Seeds, pumpkin and squash seed kernels, dried|0.0
3657|12109|1200|Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged|0.0
3656|12108|1200|Nuts, coconut meat, dried (desiccated), not sweetened|0.0
3655|12104|1200|Nuts, coconut meat, raw (Cocos nucifera)|0.0
3643|12086|1200|Nuts, cashew nuts, oil roasted, without salt added|0.0
3642|12085|1200|Nuts, cashew nuts, dry roasted, without salt added (Anacardium occidentale)|0.0
3640|12078|1200|Nuts, brazilnuts, dried, unblanched (Bertholletia excelsa)|0.0
3638|12071|1200|Nuts, almond paste|0.0
3637|12065|1200|Nuts, almonds, oil roasted, without salt added|0.0
3636|12063|1200|Nuts, almonds, dry roasted, without salt added|0.0
3635|12062|1200|Nuts, almonds, blanched|0.0
3634|12061|1200|Nuts, almonds (Prunus dulcis)|0.0
3627|12038|1200|Seeds, sunflower seed kernels, oil roasted, without salt|0.0
3626|12037|1200|Seeds, sunflower seed kernels, dry roasted, without salt|0.0
3625|12036|1200|Seeds, sunflower seed kernels, dried (Helianthus annuus)|0.0
3621|12029|1200|Seeds, sesame seed kernels, toasted, without salt added (decorticated)|0.0
3619|12023|1200|Seeds, sesame seeds, whole, dried (Sesamum indicum)|0.0
3616|12016|1200|Seeds, pumpkin and squash seed kernels, roasted, without salt|0.0
3564|11955|1100|Tomatoes, sun-dried|0.0
3561|11952|1100|Radicchio, raw (Cichorium intybus)|0.0
3808|13348|700|Beef, cured, corned beef, canned|0.0
3528|11917|1100|Peppers, sweet, red, frozen, chopped, unprepared|0.0
3522|11911|1100|Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt|0.0
3521|11910|1100|Corn, sweet, white, frozen, kernels cut off cob, unprepared|0.0
3518|11907|1100|Corn, sweet, white, canned, cream style, no salt added|0.0
3517|11906|1100|Corn, sweet, white, canned, cream style, regular pack|0.0
3516|11905|1100|Corn, sweet, white, canned, whole kernel, drained solids|0.0
3515|11904|1100|Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids|0.0
3513|11902|1100|Corn, sweet, white, cooked, boiled, drained, with salt|0.0
3512|11901|1100|Corn, sweet, white, cooked, boiled, drained, without salt|0.0
3511|11900|1100|Corn, sweet, white, raw (Zea mays)|0.0
3508|11897|1100|Yam, cooked, boiled, drained, or baked, with salt|0.0
3504|11893|1100|Turnip greens and turnips, frozen, cooked, boiled, drained, with salt|0.0
3503|11892|1100|Turnip greens, frozen, cooked, boiled, drained, with salt|0.0
3502|11891|1100|Turnip greens, cooked, boiled, drained, with salt|0.0
3501|11890|1100|Turnips, frozen, cooked, boiled, drained, with salt|0.0
3500|11889|1100|Turnips, cooked, boiled, drained, with salt|0.0
3499|11888|1100|Tomato products, canned, puree, with salt added|0.0
3498|11886|1100|Tomato juice, canned, without salt added|0.0
3523|11912|1100|Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt|0.0
3529|11918|1100|Peppers, sweet, red, frozen, chopped, boiled, drained, without salt|0.0
3559|11950|1100|Mushrooms, enoki, raw (Flammulina veluptipes)|0.0
3530|11919|1100|Peppers, sweet, red, frozen, chopped, boiled, drained, with salt|0.0
3558|11949|1100|Catsup, low sodium|0.0
3557|11948|1100|Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)|0.0
3556|11947|1100|Pickles, cucumber, dill, reduced sodium|0.0
3555|11946|1100|Pickles, cucumber, sour, low sodium|0.0
3554|11945|1100|Pickle relish, sweet|0.0
3552|11943|1100|Pimento, canned|0.0
3551|11941|1100|Pickles, cucumber, sour|0.0
3550|11940|1100|Pickles, cucumber, sweet (includes bread and butter pickles)|0.0
3548|11938|1100|Mushroom, white, exposed to ultraviolet light, raw|0.0
3547|11937|1100|Pickles, cucumber, dill or kosher dill|0.0
3546|11936|1100|Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw (Agaricus bisporus)|0.0
3545|11935|1100|Catsup|0.0
3544|11934|1100|Potatoes, mashed, home-prepared, whole milk and butter added|0.0
3542|11932|1100|Beans, snap, yellow, canned, regular pack, drained solids|0.0
3541|11931|1100|Peppers, sweet, red, freeze-dried|0.0
3533|11923|1100|Soybeans, mature seeds, sprouted, cooked, steamed, with salt|0.0
3531|11921|1100|Peppers, sweet, red, sauteed|0.0
3661|12116|1200|Nuts, coconut cream, canned, sweetened|0.0
3662|12117|1200|Nuts, coconut milk, raw (liquid expressed from grated meat and water)|0.0
3664|12119|1200|Nuts, coconut water (liquid from coconuts)|0.0
3775|13285|1300|"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"|0.0
3773|13236|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled"|0.0
3772|13235|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw"|0.0
3771|13232|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled"|0.0
3770|13231|1300|"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw"|0.0
3767|13166|1300|USDA Commodity, beef, canned|0.0
3766|13165|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|0.0
3764|13156|1300|"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"|0.0
3763|13150|1300|Beef, rib, shortribs, separable lean only, choice, cooked, braised|0.0
3761|13148|1300|Beef, rib, shortribs, separable lean and fat, choice, cooked, braised|0.0
3759|13098|1300|"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3757|13096|1300|"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3755|13070|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3754|13069|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|0.0
3753|13068|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
3752|13067|1300|"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"|0.0
3751|13066|1300|"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|0.0
3750|13065|1300|"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw"|0.0
3774|13284|1300|"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw"|0.0
3776|13293|1300|"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"|0.0
3665|12120|1200|Nuts, hazelnuts or filberts (Corylus spp.)|0.0
3777|13294|1300|"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
3807|13347|1300|Beef, cured, corned beef, brisket, cooked|0.0
3805|13345|1300|Beef, cured, breakfast strips, cooked|0.0
3803|13343|1300|"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|0.0
